t; x; y; theta
58118368.566998; 1.10; 0.23; -0.23
58135882.150997; 1.10; 0.23; -0.23
58150625.639999; 1.10; 0.23; -0.23
58168247.236996; 1.10; 0.23; -0.23
58182594.179996; 1.10; 0.23; -0.23
58199751.545998; 1.10; 0.23; -0.23
58217000.021999; 1.10; 0.23; -0.23
58231343.729000; 1.10; 0.23; -0.23
58246210.238998; 1.10; 0.23; -0.23
58264038.003998; 1.10; 0.23; -0.23
58278469.104996; 1.10; 0.23; -0.23
58296217.099998; 1.10; 0.23; -0.23
58310890.716999; 1.10; 0.23; -0.23
58326800.647999; 1.10; 0.23; -0.23
58344686.301998; 1.10; 0.23; -0.23
58359077.537998; 1.10; 0.23; -0.23
58376907.396999; 1.10; 0.23; -0.23
58391406.325996; 1.10; 0.23; -0.23
58406290.047997; 1.10; 0.23; -0.23
58423789.215996; 1.10; 0.23; -0.23
58438407.869999; 1.10; 0.23; -0.23
58455859.066998; 1.10; 0.23; -0.23
58470374.075996; 1.10; 0.23; -0.23
58488018.716999; 1.10; 0.23; -0.23
58502342.435997; 1.10; 0.23; -0.23
58519837.004997; 1.10; 0.23; -0.23
58533875.378998; 1.10; 0.23; -0.23
58551182.945995; 1.10; 0.23; -0.23
58566103.487000; 1.10; 0.23; -0.23
58583587.505997; 1.10; 0.23; -0.23
58598837.796997; 1.10; 0.23; -0.23
58613858.455997; 1.10; 0.23; -0.23
58630870.377998; 1.10; 0.23; -0.23
58648289.765999; 1.10; 0.23; -0.23
58662513.366997; 1.10; 0.23; -0.23
58680498.377998; 1.10; 0.23; -0.23
58694849.899998; 1.10; 0.23; -0.23
58710258.788998; 1.10; 0.23; -0.23
58727644.151997; 1.10; 0.23; -0.23
58742785.768997; 1.10; 0.23; -0.23
58760096.040997; 1.10; 0.23; -0.23
58774557.931000; 1.10; 0.23; -0.23
58791980.674000; 1.10; 0.23; -0.23
58806644.153000; 1.10; 0.23; -0.23
58823979.231998; 1.10; 0.23; -0.23
58838940.228996; 1.10; 0.23; -0.23
58856309.952995; 1.10; 0.23; -0.23
58870499.521000; 1.10; 0.23; -0.23
58885927.765995; 1.10; 0.23; -0.23
58903843.575996; 1.10; 0.23; -0.23
58918696.160000; 1.10; 0.23; -0.23
58936376.587997; 1.10; 0.23; -0.23
58950804.673996; 1.10; 0.23; -0.23
58968702.990997; 1.10; 0.23; -0.23
58983887.949997; 1.10; 0.23; -0.23
58998507.765999; 1.10; 0.23; -0.23
59016127.258995; 1.10; 0.23; -0.23
59030914.629997; 1.10; 0.23; -0.23
59048668.525997; 1.10; 0.23; -0.23
59063097.773994; 1.10; 0.23; -0.23
59078148.159996; 1.10; 0.23; -0.23
59095780.417000; 1.10; 0.23; -0.23
59110568.038998; 1.10; 0.23; -0.23
59128220.693996; 1.10; 0.23; -0.23
59142978.058994; 1.10; 0.23; -0.23
59160746.191998; 1.10; 0.23; -0.23
59174884.823997; 1.10; 0.23; -0.23
59192681.089996; 1.10; 0.23; -0.23
59206842.253998; 1.10; 0.23; -0.23
59224352.781998; 1.10; 0.23; -0.23
59238389.572998; 1.10; 0.23; -0.23
59256009.556995; 1.10; 0.23; -0.23
59270364.625996; 1.10; 0.23; -0.23
59288101.128998; 1.10; 0.23; -0.23
59302745.021000; 1.10; 0.23; -0.23
59320265.367996; 1.10; 0.23; -0.23
